    ,0                 ,1
923 ,白细胞升高             ,4
924 ,早产儿脑损伤            ,4
925 ,甲减                ,4
926 ,室性心动过速            ,4
927 ,期                 ,4
928 ,CRP增高             ,4
929 ,轻度狭窄              ,4
930 ,MDS               ,4
931 ,额部包块              ,4
932 ,胃                 ,4
933 ,脂肪瘤               ,4
934 ,CR                ,4
935 ,闭塞性细支气管炎          ,4
936 ,皮肤色素脱失            ,4
937 ,右肾集合部分离           ,4
938 ,UACS              ,4
939 ,PDA介入术后           ,4
940 ,胰岛素抵抗             ,4
941 ,慢性胃窦炎             ,4
942 ,慢性喉炎              ,4
943 ,检查                ,4
944 ,耳后淋巴结增生           ,4
945 ,后鼻道滴流             ,4
946 ,脊柱侧弯              ,4
947 ,脑外伤后              ,4
948 ,儿保体检              ,4
949 ,左肾集合部分离           ,4
950 ,习惯性斜颈             ,4
951 ,左肺感染              ,4
952 ,盆腔少量积液            ,4
953 ,小阴唇粘黏             ,4
954 ,边界智力              ,4
955 ,咬指癖               ,4
956 ,心脏长大原因            ,4
957 ,热性惊厥附加症           ,4
958 ,双肺炎症              ,4
959 ,个月                ,4
960 ,右耳蜂窝组织炎           ,4
961 ,已于                ,4
962 ,低TSH血症            ,4
963 ,夜惊                ,4
964 ,先天性心脏病房间隔缺损       ,4
965 ,先天性心脏病肺动脉瓣狭窄      ,4
966 ,急性播散性脑脊髓炎         ,4
967 ,特纳氏综合征            ,4
968 ,提前就诊              ,4
969 ,HbH病              ,4
970 ,胃食管反流             ,4
971 ,阵发性心动过速           ,4
972 ,上气道综合征            ,4
973 ,脱水                ,4
974 ,食管炎               ,4
975 ,肺炎痊愈              ,4
976 ,结节性甲状腺肿           ,4
977 ,PS术后              ,4
978 ,感染后咳嗽             ,4
979 ,冠状动脉              ,4
980 ,皮肤瘀斑              ,4
981 ,心肌损伤              ,4
982 ,SMA               ,4
983 ,胃食道返流             ,3
984 ,甲状舌骨囊肿            ,3
985 ,包皮囊肿              ,3
986 ,肝功能轻度异常           ,3
987 ,轻度漏斗胸             ,3
988 ,睾丸发育不良            ,3
989 ,HIE后遗期            ,3
990 ,眼睑下垂              ,3
991 ,预防尿布疹开药           ,3
992 ,慢性化脓性扁桃体炎         ,3
993 ,血糖高               ,3
994 ,轻度肥胖              ,3
995 ,烦哭                ,3
996 ,吵夜                ,3
997 ,食欲差               ,3
998 ,过敏性哮喘             ,3
999 ,精神运动发育落后          ,3
1000,VSD介入后            ,3
1001,出大气原因             ,3
1002,心包心肌炎             ,3
1003,视力障碍              ,3
1004,脑室扩张              ,3
1005,胡萝卜素血症            ,3
1006,白发原因              ,3
1007,新生儿窒息             ,3
1008,枕后血管瘤             ,3
1009,胎儿心脏咨询            ,3
1010,左手尺神经受损           ,3
1011,生理性贫血             ,3
1012,微量元素缺乏            ,3
1013,癫痫停药              ,3
1014,背部包块              ,3
1015,二                 ,3
1016,三体                ,3
1017,摇头                ,3
1018,开药                ,3
1019,肋缘疼痛原因            ,3
1020,脾切除术后             ,3
1021,佝后                ,3
1022,右侧胸壁包块            ,3
1023,口咽高反应             ,3
1024,非萎缩性胃炎            ,3
1025,视网膜母细胞瘤骨转移        ,3
1026,碱性磷酸酶增高           ,3
1027,眩晕                ,3
1028,包皮                ,3
1029,甲状腺功能低下           ,3
1030,急性髓系白血病           ,3
1031,反复急性扁桃体炎          ,3
1032,生殖细胞瘤             ,3
1033,ADHD并抽动症          ,3
1034,双肾积水              ,3
1035,低铁                ,3
1036,β地贫               ,3
1037,易累                ,3
1038,凝血障碍              ,3
1039,室上性心动过速           ,3
1040,慢性鼻炎              ,3
1041,化脓性睾丸炎            ,3
1042,青春期男性乳房发育         ,3
1043,球部散在糜烂            ,3
1044,腺病毒肠炎             ,3
1045,家长要求开检查前用药        ,3
1046,盆腔积液              ,3
1047,胎儿心律失常            ,3
1048,颈部淋巴结增生           ,3
1049,右侧轻偏瘫             ,3
1050,左侧腹股沟疝            ,3
1051,过敏性鼻              ,3
1052,支气管异物待排           ,3
1053,面部血管瘤             ,3
1054,精索鞘膜积液            ,3
1055,青春晚期追高            ,3
1056,包皮切除术后            ,3
1057,霍奇金淋巴瘤            ,3
1058,血尿蛋白尿型            ,3
1059,心动过缓              ,3
1060,PDA封堵术后           ,3
1061,肌型斜颈              ,3
1062,胡桃夹综合症            ,3
1063,枕大池蛛网膜囊肿          ,3
1064,右上肺炎              ,3
1065,牛奶过敏              ,3
1066,结核感染              ,3
1067,骨龄提前              ,3
1068,气促                ,3
1069,左冠状动脉             ,3
1070,婴儿肝炎              ,3
1071,左侧偏瘫              ,3
1072,慢性ITP             ,3
1073,口唇发绀              ,3
1074,房间隔小缺损及卵圆孔未闭      ,3
1075,肠套叠术后             ,3
1076,II型糖尿病            ,3
1077,房缺术后              ,3
1078,左肾囊肿              ,3
1079,病毒性感染             ,3
1080,胼胝体发育不良           ,3
1081,佝偻病后遗症            ,3
1082,大静脉先天性畸形          ,3
1083,发作性肢体无力           ,3
1084,再障                ,3
1085,双肾尿盐结晶            ,3
1086,生长发育迟滞            ,3
1087,视力下降              ,3
1088,支气管炎肺炎            ,3
1089,包茎术后              ,3
1090,新生儿惊厥             ,3
1091,脑白质发育不良           ,3
1092,血象异常              ,3
1093,淋巴瘤               ,3
1094,双下肢乏力             ,3
1095,神经退行              ,3
1096,口吃                ,3
1097,颅内占位              ,3
1098,ALP增高原因           ,3
1099,胸腔积液原因            ,3
1100,性质                ,3
1101,背痛                ,3
1102,低出生体重儿            ,3
1103,小便异常              ,3
1104,感染性               ,3
1105,I型糖尿病             ,3
1106,左肺炎症              ,3
1107,肝内胆汁淤积综合征         ,3
1108,胎儿室间隔缺损           ,3
1109,脐部渗血              ,3
1110,先天性髋关节发育不良        ,3
1111,肠系膜淋巴结长大          ,3
1112,运动障碍              ,3
1113,复诊                ,3
1114,马蹄肾               ,3
1115,幽门持续开放            ,3
1116,佝偻病后遗期            ,3
1117,危险组               ,3
1118,反复腹泻              ,3
1119,肌性斜颈              ,3
1120,发育迟滞              ,3
1121,心包积液              ,3
1122,软骨发育不良            ,3
1123,尿道口囊肿             ,3
1124,幼年皮肌炎             ,3
1125,侧脑室增宽             ,3
1126,肝脾肿大              ,3
1127,叹长气               ,3
1128,血友病               ,3
1129,纯红细胞再生障碍性贫血       ,3
1130,右耳后淋巴结长大          ,3
1131,先天性梅毒             ,3
1132,语言发育延迟            ,3
1133,膀胱输尿管反流           ,3
1134,肋缘外翻              ,3
1135,佝偻病后              ,3
1136,左侧髋关节发育不良         ,3
1137,胎儿心脏室间隔缺损         ,3
1138,增殖腺肥大             ,3
1139,实变                ,3
1140,要求检查              ,3
1141,新生儿肝炎综合征          ,3
1142,房缺介入术后            ,3
1143,急性淋巴细胞性白血病        ,3
1144,PSVT              ,3
1145,风湿性关节炎            ,3
1146,婴幼儿腹泻             ,3
1147,颌下包块              ,3
1148,预防热性惊厥            ,3
1149,已提前就诊             ,3
1150,大便失禁              ,3
1151,LN                ,3
1152,锌缺乏               ,3
1153,大便异常              ,3
1154,耳后淋巴结肿大           ,3
1155,左侧颈部淋巴结长大         ,3
1156,急性咽扁桃体炎           ,3
1157,右颈部包块             ,3
1158,腹股沟疝              ,3
1159,四肢乏力              ,3
1160,埋藏                ,3
1161,CMV感染             ,3
1162,预防早佝              ,3
1163,心前区不适             ,3
1164,偶发室早              ,3
1165,总胆汁酸增高原因          ,3
1166,不完全川崎病            ,3
1167,吸长气               ,3
1168,心内膜弹力纤维增生征        ,3
1169,乳房长大原因            ,3
1170,开病情证明             ,3
1171,左室高电压             ,3
1172,软骨营养不良            ,3
1173,卵圆孔未闭或房间隔小缺损      ,3
1174,下肢瘀斑              ,3
1175,反应性               ,3
1176,自身免疫性脑炎           ,3
1177,病毒性肌炎             ,3
1178,中度贫血              ,3
1179,右腿跛行              ,3
1180,单纯乳房发育            ,3
1181,血钙降低              ,3
1182,色素沉着              ,3
1183,脑炎                ,3
1184,胸口疼痛              ,3
1185,双足疼痛              ,3
1186,失血性贫血             ,3
1187,α地中海贫血            ,3
1188,反复喘息              ,3
1189,遗传性球形红细胞增多症       ,3
1190,痱子                ,3
1191,Ⅰ型糖尿病             ,3
1192,遗传代谢性脑病           ,3
1193,食物过敏              ,3
1194,细菌性肠炎             ,3
1195,胎儿双足内翻            ,3
1196,左肾静脉胡桃夹综合征        ,3
1197,急性咽炎              ,3
1198,溢奶                ,3
1199,RT                ,3
1200,肠蛔虫               ,3
1201,阴道出血              ,3
1202,阴性                ,3
1203,难治性癫痫             ,3
1204,右侧腮腺炎             ,3
1205,中度脱水              ,3
1206,枕后淋巴结             ,3
1207,婴肝                ,3
1208,梦游症               ,3
1209,双侧臀纹不对称           ,3
1210,慢性粒细胞白血病          ,3
1211,支气管异物             ,3
1212,青春期发育迟缓           ,3
1213,疱疹病毒感染            ,3
1214,大扁桃体              ,3
1215,癫痫脑病              ,3
1216,包皮龟头炎             ,3
1217,血管神经性晕厥           ,3
1218,新生儿坏死性小肠结肠炎       ,3
1219,右肾母细胞瘤术后          ,3
1220,钙低水平              ,3
1221,胆汁返流              ,3
1222,三尖瓣返流             ,3
1223,右肾缺如              ,3
1224,迁延性咳嗽             ,3
1225,骨质破坏              ,3
1226,O型腿               ,3
1227,HP携带              ,3
1228,内耳前庭性眩晕           ,3
1229,颈部疼痛              ,3
1230,睡眠呼吸障碍            ,3
1231,嵴内型               ,3
1232,坏疽性阑尾切除术后         ,3
1233,淋巴结结核             ,3
1234,夜哭                ,3
1235,播散性结核病            ,3
1236,LCH复发             ,3
1237,血管神经性水肿           ,3
1238,哮喘发作              ,3
1239,DDH               ,3
1240,脚癣                ,3
1241,FD                ,3
1242,龟头炎               ,3
1243,全身淋巴结长大           ,3
1244,左心长大              ,3
1245,左侧精索鞘膜积液          ,3
1246,ASD介入术后           ,3
1247,热痱子               ,3
1248,内八字               ,3
1249,慢性肾脏病             ,3
1250,一度房室传导阻滞          ,3
1251,肾病综合征复发           ,3
1252,HBH病              ,3
1253,脱髓鞘病变             ,3
1254,vd不足              ,3
1255,急性小脑共济失调          ,3
1256,甲状腺功能异常           ,3
1257,腰痛                ,3
1258,已就诊               ,3
1259,百日咳综合征            ,3
1260,发育期症状             ,3
1261,舌炎                ,3
1262,关节炎               ,2
1263,小脑萎缩              ,2
1264,VSAA              ,2
1265,小阴唇粘连             ,2
1266,智力                ,2
1267,结核接触              ,2
1268,多发包块              ,2
1269,出牙稍迟              ,2
1270,胎记                ,2
1271,啃甲癖               ,2
1272,先天性斜颈             ,2
1273,皮肤局限性             ,2
1274,松果体囊肿             ,2
1275,WBC降低             ,2
1276,舌系带短              ,2
1277,DC                ,2
1278,肠系膜淋巴结            ,2
1279,口臭                ,2
1280,肠道寄生虫             ,2
1281,细胞免疫功能紊乱          ,2
1282,轻度肝功异常            ,2
1283,吸大气原因             ,2
1284,夜吵原因              ,2
1285,CPP联合生长激素追高       ,2
1286,毛细血管扩张            ,2
1287,生长过速              ,2
1288,挂错号               ,2
1289,眨眼                ,2
1290,增高欠佳              ,2
1291,先天性漏斗胸            ,2
1292,胃肠道反流             ,2
1293,细菌感染性皮疹           ,2
1294,先天性肺囊腺瘤样畸形        ,2
1295,肺动脉瓣狭窄术后          ,2
1296,乙型病毒性肝炎           ,2
1297,肝功损伤              ,2
1298,枕后淋巴结增生           ,2
1299,GERD              ,2
1300,型腿                ,2
1301,主动脉瓣反流            ,2
1302,肾功损伤              ,2
1303,外周血两系降低           ,2
1304,右腹股包块             ,2
1305,室管膜下出血            ,2
1306,血管运动性晕厥           ,2
1307,腹股沟淋巴结肿大          ,2
1308,左侧脑损伤             ,2
1309,多发性骨包块            ,2
1310,自身免疫性贫血           ,2
1311,PPD皮试阴性           ,2
1312,双下肢O型             ,2
1313,急性血行播散型肺结核        ,2
1314,便秘原因              ,2
1315,钙化上皮瘤             ,2
1316,右位主动脉弓            ,2
1317,低钙血症              ,2
1318,Even's综合征         ,2
1319,鞘膜积液术后            ,2
1320,不典型GBS            ,2
1321,抗O偏高              ,2
1322,偏瘦                ,2
1323,膀胱                ,2
1324,舌尖溃疡              ,2
1325,甲状腺结节             ,2
1326,ALL化疗             ,2
1327,右侧斜颈              ,2
1328,下肢运动障碍            ,2
1329,左肾区呈多囊改变          ,2
1330,甲状腺肿              ,2
1331,ALCL              ,2
1332,乙状结肠冗长            ,2
1333,十二指肠球降交界粘膜肿胀      ,2
1334,右颈淋巴结长大           ,2
1335,换卡就诊              ,2
1336,高血氨               ,2
1337,肺结核病              ,2
1338,气管异物              ,2
1339,全身多发皮下包块          ,2
1340,阑尾穿孔              ,2
1341,隐形脊柱裂             ,2
1342,头皮脓包              ,2
1343,看报告               ,2
1344,面部包块              ,2
1345,双眼睑浮肿             ,2
1346,下唇血管瘤             ,2
1347,双侧侧脑室增宽           ,2
1348,咽部高反应             ,2
1349,高铅血症              ,2
1350,下丘脑               ,2
1351,新生儿抽搐             ,2
1352,疱疹感染              ,2
1353,SJIA              ,2
1354,皮肤痒               ,2
1355,胸锁乳突肌包块           ,2
1356,皮脂腺囊肿             ,2
1357,双肾集合部分离           ,2
1358,先天性角化不良           ,2
1359,家长述挂错号            ,2
1360,口唇发绀原因            ,2
1361,出大气               ,2
1362,新生儿脑损伤            ,2
1363,肺部炎症              ,2
1364,慢性扁桃体增生           ,2
1365,生长速度异常            ,2
1366,肠虫症               ,2
1367,川崎病已愈             ,2
1368,肺含铁血黄素沉积症         ,2
1369,多部位气肿待查           ,2
1370,松软综合征             ,2
1371,右侧疝气              ,2
1372,包皮过长术后            ,2
1373,急性支气管炎            ,2
1374,CVS               ,2
1375,附睾炎               ,2
1376,呕吐原因              ,2
1377,白细胞               ,2
1378,尿痛原因              ,2
1379,风湿性心内膜炎           ,2
1380,重型β地中海贫血移植后       ,2
1381,血锌                ,2
1382,急性腹泻              ,2
1383,室间隔肌部缺损           ,2
1384,尿布疹开药             ,2
1385,电话回复              ,2
1386,双侧颈部淋巴结炎          ,2
1387,双踝关节疼痛            ,2
1388,左耳后               ,2
1389,脉瓣狭窄              ,2
1390,外阴分泌物             ,2
1391,噬血细胞综合征           ,2
1392,生理性黄疸             ,2
1393,青春期发育延迟           ,2
1394,恶性肿瘤              ,2
1395,左耳后淋巴结肿大          ,2
1396,频发房性期前收缩          ,2
1397,WBC减少             ,2
1398,肋脊角疼痛             ,2
1399,脊髓型肌萎缩症           ,2
1400,打鼾原因              ,2
1401,肝脏                ,2
1402,视神经脊髓炎            ,2
1403,ALL停药观察           ,2
1404,左冠状动脉右室瘘          ,2
1405,心累面色差原因           ,2
1406,心跳快               ,2
1407,小头                ,2
1408,Ⅱ度一型房室传导阻滞        ,2
1409,反应性淋巴结长大          ,2
1410,萌牙延迟              ,2
1411,眼睑麦粒肿             ,2
1412,功能性               ,2
1413,室管膜下囊肿            ,2
1414,左室假腱索             ,2
1415,浅表器官彩超检查          ,2
1416,慢性浅表性胃窦炎          ,2
1417,Hp感染              ,2
1418,口周疱疹              ,2
1419,重度肥胖              ,2
1420,肺动脉分支狭窄           ,2
1421,Vd低水平             ,2
1422,胆汁返流性胃炎           ,2
1423,发作性睡病             ,2
1424,左肾尿盐结晶            ,2
1425,先天性巨结肠手术          ,2
1426,肾炎型               ,2
1427,左侧颈部包块            ,2
1428,脑穿通畸形             ,2
1429,二尖瓣置换术后           ,2
1430,VD正常偏低            ,2
1431,下颌淋巴结炎            ,2
1432,室缺介入术后            ,2
1433,巨脑回畸形             ,2
1434,房间通道              ,2
1435,心前区痛              ,2
1436,颈淋巴结肿大            ,2
1437,面色差               ,2
1438,单纯肥胖              ,2
1439,动眼神经麻痹            ,2
1440,血管性神经性晕厥          ,2
1441,肺动脉瓣狭窄球囊扩张术后      ,2
1442,盆腔积液原因            ,2
1443,垂体腺瘤              ,2
1444,头围大原因             ,2
1445,胎儿心脏彩超咨询          ,2
1446,牙髓炎               ,2
1447,发作性症状原因           ,2
1448,运动后晕厥             ,2
1449,腹部无异常发现           ,2
1450,肛瘘                ,2
1451,唇炎                ,2
1452,MAS               ,2
1453,枕部淋巴结炎            ,2
1454,轻度O型腿             ,2
1455,便血原因              ,2
1456,左上臂皮肤红肿           ,2
1457,高碱性磷酸酶            ,2
1458,胎儿先天性心脏病          ,2
1459,房性心动过速            ,2
1460,皮肤毛细血管瘤           ,2
1461,脑白质软化灶            ,2
1462,支气管狭窄             ,2
1463,婴儿哮喘              ,2
1464,心内膜弹力增生纤维症        ,2
1465,感觉统合失调            ,2
1466,前囟大               ,2
1467,横纹肌样瘤             ,2
1468,低IgA血症            ,2
1469,ALL高危组移植后         ,2
1470,组织细胞坏死性淋巴结炎       ,2
1471,Albright综合征       ,2
1472,双下肢疼痛原因           ,2
1473,脊柱结核术后            ,2
1474,HIE后遗症期           ,2
1475,双下肢无力             ,2
1476,GNB术后             ,2
1477,肝大                ,2
1478,丙肝抗体阳性            ,2
1479,皮肤牛奶咖啡斑           ,2
1480,腹腔引流术后            ,2
1481,胸部不适              ,2
1482,非典型潜伏结核感染         ,2
1483,鼻阻                ,2
1484,左侧腹股沟包块           ,2
1485,体重增长缓慢            ,2
1486,青春中后期             ,2
1487,肝功能损害原因待查         ,2
1488,开检查               ,2
1489,肾脓肿               ,2
1490,低血锌               ,2
1491,膈肌痉挛              ,2
1492,右耳中耳炎             ,2
1493,踝关节疼痛             ,2
1494,交叉腿综合征            ,2
1495,鼻泪管阻塞             ,2
1496,下肢皮疹              ,2
1497,全心长大              ,2
1498,腘窝囊肿              ,2
1499,短暂室速              ,2
1500,左胸疼痛              ,2
1501,交叉叉腿综合征           ,2
1502,垂体功能障碍            ,2
1503,偶发房性早搏            ,2
1504,室间隔膜部瘤形成          ,2
1505,夜间哭闹              ,2
1506,链球菌感染后            ,2
1507,面部红斑              ,2
1508,唇裂                ,2
1509,短阵时速              ,2
1510,会阴部包块             ,2
1511,血象三系降低原因          ,2
1512,神经母细胞瘤术后          ,2
1513,多浆膜腔积液            ,2
1514,扁桃体腺炎             ,2
1515,扳机指               ,2
1516,低磷抗D佝偻病           ,2
1517,行走障碍              ,2
1518,生长发育咨询            ,2
1519,II度I型房室传导阻滞       ,2
1520,反复荨麻疹             ,2
1521,足月小样儿             ,2
1522,PGDH              ,2
1523,GNB               ,2
1524,胃部分切除术后           ,2
1525,VD正常              ,2
1526,低危组               ,2
1527,硬斑病               ,2
1528,右侧大腿根部包块          ,2
1529,消化不良开药            ,2
1530,睡眠肌阵挛             ,2
1531,外伤                ,2
1532,自身免疫性疾病           ,2
1533,泌尿道感染             ,2
1534,尿道下裂术后            ,2
1535,左侧腹股沟淋巴结炎         ,2
1536,下腹痛               ,2
1537,狗咬伤               ,2
1538,失神癫痫              ,2
1539,先天性肾病             ,2
1540,百日咳综合症            ,2
1541,肝窦状核变性            ,2
1542,虫咬皮炎              ,2
1543,基因病               ,2
1544,发作性头痛             ,2
1545,脑白质异常信号           ,2
1546,假性甲旁抗             ,2
1547,胸水                ,2
1548,冠状静脉窦扩张           ,2
1549,短阵房性心动过速          ,2
1550,白化病               ,2
1551,梦魇                ,2
1552,左侧无名指运动障碍         ,2
1553,EVENS             ,2
1554,小于胎龄儿             ,2
1555,体毛多               ,2
1556,右侧耳垂下淋巴结长大        ,2
1557,结节性硬化病            ,2
1558,生长发育差             ,2
1559,卡介苗接种反应           ,2
1560,生长欠佳              ,2
1561,双膝关节疼痛            ,2
1562,完全性隐匿性阴茎          ,2
1563,快进展性青春期           ,2
1564,筛孔型               ,2
1565,甲旁低               ,2
1566,房间隔膨胀瘤            ,2
1567,胸壁血管瘤             ,2
1568,骨软骨瘤              ,2
1569,包垢                ,2
1570,血管炎               ,2
1571,先天性心脏病动脉导管未闭      ,2
1572,胃潴留               ,2
1573,产伤致新生儿头皮血肿        ,2
1574,纯母乳喂养             ,2
1575,脑梗塞               ,2
1576,腹膜炎术后             ,2
1577,脱皮                ,2
1578,彩超                ,2
1579,输尿管               ,2
1580,眼睑浮肿原因            ,2
1581,婴儿绞痛              ,2
1582,髓母细胞瘤             ,2
1583,双侧髋关节滑膜炎          ,2
1584,食管反流              ,2
1585,反复急性化脓性扁桃体炎       ,2
1586,单核细胞白血病           ,2
1587,左侧耳后淋巴结炎          ,2
1588,AL                ,2
1589,幽门螺旋菌感染           ,2
1590,热线惊厥              ,2
1591,支气管异物术后           ,2
1592,耳后淋巴结反应性增生        ,2
1593,左下肺动静脉瘘封堵术后       ,2
1594,皮肤出血点原因           ,2
1595,热痱疹               ,2
1596,双眼上眼睑浮肿           ,2
1597,步态不稳原因            ,2
1598,指甲营养不良            ,2
1599,脑外伤后综合征           ,2
1600,房缺封堵术后            ,2
1601,淋巴结核              ,2
1602,大便带血              ,2
1603,要求开检查             ,2
1604,卵黄囊瘤              ,2
1605,乙状结肠冗长症           ,2
1606,隐睾术后              ,2
1607,EBV相关性噬血细胞综合征     ,2
1608,右侧腰部血管瘤           ,2
1609,颅骨骨折              ,2
1610,慢性肺炎              ,2
1611,左踝关节及周围皮肤蜂窝组织炎    ,2
1612,类白血病反应            ,2
1613,中                 ,2
1614,急性播散性结核           ,2
1615,甲舌囊肿              ,2
1616,左下肺隔离症术后          ,2
1617,交界性逸博心律           ,2
1618,脐茸                ,2
1619,其它浅表包块            ,2
1620,左肾发育不良            ,2
1621,甲沟炎               ,2
1622,纯红障               ,2
1623,CA                ,2
1624,体质性青春期发育延迟        ,2
1625,心脏杂音原因            ,2
1626,丙肝                ,2
1627,肺动脉前向血流稍加速        ,2
1628,反流                ,2
1629,气道高反应             ,2
1630,偶发房早              ,2
1631,肺动脉狭窄术后           ,2
1632,马蹄内翻              ,2
1633,小腿胀痛              ,2
1634,蟯虫病               ,2
1635,足内翻               ,2
1636,头部血肿              ,2
1637,地中海贫血HbH病         ,2
1638,肺结核原发综合征          ,2
1639,免疫力低下             ,2
1640,左侧大腿蜂窝组织炎         ,2
1641,面部皮肤白斑原因          ,2
1642,患儿不来              ,2
1643,头晕头痛              ,2
1644,皮肤脓点              ,2
1645,口腔黏膜炎             ,2
1646,先天性喉软骨发育不良        ,2
1647,睡眠时间延长            ,2
1648,胎儿肺动脉瓣狭窄          ,2
1649,多发性硬化             ,2
1650,关节痛               ,2
1651,羟化酶缺乏             ,2
1652,FT                ,2
1653,频繁室早              ,2
1654,PANDAS            ,2
1655,维生素K              ,2
1656,胆汁酸增高             ,2
1657,轻型地中海贫血           ,2
1658,肺不张               ,2
1659,眼震颤               ,2
1660,复发性腮腺炎            ,2
1661,胎儿心律不齐            ,2
1662,喉鸣                ,2
1663,全身疼痛              ,2
1664,阵发性惊跳             ,2
1665,介入术后              ,2
1666,PPD皮试             ,2
1667,疱疹性咽峡炎已愈          ,2
1668,脑震荡               ,2
1669,脑发育异常             ,2
1670,胆道闭锁术后            ,2
1671,唾液带血              ,2
1672,加速性交界性逸博心律        ,2
1673,左大腿血管瘤            ,2
1674,MP                ,2
1675,幼年粒               ,2
1676,无脑回畸形             ,2
1677,左侧前庭大腺炎症          ,2
1678,胃窦炎               ,2
1679,生长发育减缓            ,2
1680,急性单核细胞性白血病        ,2
1681,肾结石               ,2
1682,颅内AT              ,2
1683,鼻后滴漏              ,2
1684,血管畸形              ,2
1685,巨细胞病毒肝炎           ,2
1686,双肾                ,2
1687,右耳前包块             ,2
1688,血管迷走神经型晕厥         ,2
1689,鼻部感染              ,2
1690,发作性头晕             ,2
1691,腺样体切除术后           ,2
1692,受体功能亢进            ,2
1693,真菌败血症             ,2
1694,肌酶高               ,2
1695,先天性白内障            ,2
1696,川崎病后左冠状动脉轻度扩张     ,2
1697,肾上腺皮质增生症          ,2
1698,枕部结节              ,2
1699,幼年型关节炎            ,2
1700,联合生长激素治疗          ,2
1701,增殖体肥大             ,2
1702,风湿舞蹈症             ,2
1703,胆汁淤积综合征           ,2
1704,左侧中耳炎             ,2
1705,单纯疱疹IgM阳性         ,2
1706,黄疸原因              ,2
1707,小细胞低色素贫血          ,2
1708,智力障碍              ,2
1709,格林                ,2
1710,皮肤结节              ,2
1711,青春期中晚期            ,2
1712,不典型婴儿痉挛症          ,2
1713,CP感染              ,2
1714,隐性脊柱裂             ,2
1715,CCR               ,2
1716,头颅外伤              ,2
1717,化脓性毛囊炎            ,2
1718,梅毒感染              ,2
1719,左侧踝关节疼痛           ,2
1720,肋软骨炎              ,2
1721,单纯性肥胖症            ,2
1722,右侧大腿根部疼痛          ,2
1723,联合用生长激素治疗         ,2
1724,生理性厌奶             ,2
1725,唇腭裂               ,2
1726,VD正常水平            ,2
1727,肿瘤性疾病             ,2
1728,构音不清              ,2
1729,肾上腺皮质功能初现         ,2
1730,检查前用药             ,2
1731,左室长大              ,2
1732,血管性头晕             ,2
1733,眼结膜炎              ,2
1734,胃痛                ,2
1735,注意力不集中            ,2
1736,嗳气                ,2
1737,ASD封堵术后           ,2
1738,色素斑疼痛             ,2
1739,脑室扩大              ,2
1740,腿麻                ,2
1741,枕部                ,2
1742,丙酮酸激酶缺乏症          ,2
1743,右侧结核性胸膜炎          ,2
1744,VD偏低              ,2
1745,甲癣                ,2
1746,语言迟滞              ,2
1747,两性畸形              ,2
1748,IgA肾炎             ,2
1749,左侧侧脑室增宽           ,2
1750,肝脏血管瘤             ,2
1751,蚊虫叮咬性皮炎           ,2
1752,婴儿痉挛              ,2
1753,川崎病复诊             ,2
1754,上感细菌感染            ,2
1755,急性喉               ,2
1756,患者放弃就诊            ,2
1757,汗毛多               ,2
1758,桥本氏病              ,2
1759,上皮珠               ,2
1760,患儿未来就诊            ,2
1761,心动过速原因            ,2
1762,胎儿隔离肺             ,2
1763,室早二联律             ,2
1764,轻型α地中海贫血          ,2
1765,双肾分离              ,2
1766,腹腔结核              ,2
1767,甲状腺舌骨囊肿           ,2
1768,扁平胸               ,2
1769,肝豆状核变性            ,2
1770,过敏性荨麻疹            ,2
1771,大小便痒              ,2
1772,外阴不规则出血           ,2
1773,痱疹                ,2
1774,检查开药              ,2
1775,颅内出血术后            ,2
1776,右下肢疼痛             ,2
1777,肝功能受损             ,2
1778,α地贫               ,2
1779,浅表淋巴结长大           ,2
1780,双侧睾丸不等大           ,2
1781,PD缺陷              ,2
1782,髋关节滑膜炎            ,2
1783,佝偻病治疗后            ,2
1784,肛周包块              ,2
1785,H                 ,2
1786,低体重儿              ,2
1787,腱鞘炎               ,2
1788,左下肢乏力             ,2
1789,主动脉狭窄             ,2
1790,阴道出血原因            ,2
1791,胆总管囊肿术后胆管炎        ,2
1792,右上臂血管瘤            ,2
1793,下肢畸形              ,2
1794,急性化脓性扁桃体          ,2
1795,心肌受损              ,2
1796,PD缺乏症             ,2
1797,头小畸形              ,2
1798,嗜酸性细胞增多           ,2
1799,右胁血管畸形            ,2
1800,毛细胞星形细胞瘤          ,2
1801,硬膜下出血             ,2
1802,TD                ,2
1803,左膝蜂窝织炎            ,2
1804,精神疾患              ,2
1805,泌尿系               ,2
1806,喉软化               ,2
1807,低钾血症              ,2
1808,胆总管囊肿             ,2
1809,母乳性               ,2
1810,ALL开药             ,2
1811,体检结果咨询            ,2
1812,食欲不振              ,2
1813,室间隔封堵术后           ,2
1814,室间隔缺损自然关闭         ,2
1815,神经母细胞瘤            ,2
1816,全心增大              ,2
1817,肺含铁血黄素沉着症         ,2
1818,左下肢疼痛             ,2
1819,轻型地贫              ,2
1820,习惯性               ,2
1821,右颌面蜂窝组织炎          ,2
1822,脐蕊                ,2
1823,嗜酸细胞增高原因          ,2
1824,单纯蛋白尿型            ,2
1825,情绪障碍              ,2
1826,CPP复诊             ,2
1827,皮肤瘙痒原因            ,2
1828,伊文氏综合征            ,2
1829,IBS               ,2
1830,症状性癫痫             ,2
1831,WT停药观察            ,2
1832,口唇疱疹              ,2
1833,口腔异物附着            ,2
